contestID,contestName,division,name,points,problemID,startTimeSeconds,tags,type
1,Codeforces Beta Round #1,12,Theatre Square,,A,1266580800,[math],PROGRAMMING
1,Codeforces Beta Round #1,12,Spreadsheet,,B,1266580800,"[implementation, math]",PROGRAMMING
1,Codeforces Beta Round #1,12,Ancient Berland Circus,,C,1266580800,"[geometry, math]",PROGRAMMING
2,Codeforces Beta Round #2,12,Winner,,A,1267117200,"[hashing, implementation]",PROGRAMMING
2,Codeforces Beta Round #2,12,The least round way,,B,1267117200,"[dp, math]",PROGRAMMING
2,Codeforces Beta Round #2,12,Commentator problem,,C,1267117200,[geometry],PROGRAMMING
3,Codeforces Beta Round #3,12,Shortest path of the king,,A,1267963200,"[greedy, shortest paths]",PROGRAMMING
3,Codeforces Beta Round #3,12,Lorry,,B,1267963200,"[greedy, sortings]",PROGRAMMING
3,Codeforces Beta Round #3,12,Tic-tac-toe,,C,1267963200,"[brute force, games, implementation]",PROGRAMMING
3,Codeforces Beta Round #3,12,Least Cost Bracket Sequence,,D,1267963200,[greedy],PROGRAMMING
4,Codeforces Beta Round #4 (Div. 2 Only),2,Watermelon,,A,1268395200,"[brute force, math]",PROGRAMMING
4,Codeforces Beta Round #4 (Div. 2 Only),2,Before an Exam,,B,1268395200,"[constructive algorithms, greedy]",PROGRAMMING
4,Codeforces Beta Round #4 (Div. 2 Only),2,Registration System,,C,1268395200,"[data structures, hashing, implementation]",PROGRAMMING
4,Codeforces Beta Round #4 (Div. 2 Only),2,Mysterious Present,,D,1268395200,"[dp, sortings]",PROGRAMMING
5,Codeforces Beta Round #5,12,Chat Servers Outgoing Traffic,,A,1269100800,[implementation],PROGRAMMING
5,Codeforces Beta Round #5,12,Center Alignment,,B,1269100800,"[implementation, strings]",PROGRAMMING
5,Codeforces Beta Round #5,12,Longest Regular Bracket Sequence,,C,1269100800,"[constructive algorithms, data structures, dp, greedy, sortings, strings]",PROGRAMMING
5,Codeforces Beta Round #5,12,Follow Traffic Rules,,D,1269100800,"[implementation, math]",PROGRAMMING
5,Codeforces Beta Round #5,12,Bindian Signalizing,,E,1269100800,[data structures],PROGRAMMING
6,Codeforces Beta Round #6 (Div. 2 Only),2,Triangle,,A,1269673200,"[brute force, geometry]",PROGRAMMING
6,Codeforces Beta Round #6 (Div. 2 Only),2,President's Office,,B,1269673200,[implementation],PROGRAMMING
6,Codeforces Beta Round #6 (Div. 2 Only),2,"Alice, Bob and Chocolate",,C,1269673200,"[greedy, two pointers]",PROGRAMMING
6,Codeforces Beta Round #6 (Div. 2 Only),2,Lizards and Basements 2,,D,1269673200,"[brute force, dp]",PROGRAMMING
6,Codeforces Beta Round #6 (Div. 2 Only),2,Exposition,,E,1269673200,"[binary search, data structures, dsu, trees, two pointers]",PROGRAMMING
7,Codeforces Beta Round #7,12,Kalevitch and Chess,,A,1270136700,"[brute force, constructive algorithms]",PROGRAMMING
7,Codeforces Beta Round #7,12,Memory Manager,,B,1270136700,[implementation],PROGRAMMING
7,Codeforces Beta Round #7,12,Line,,C,1270136700,"[math, number theory]",PROGRAMMING
7,Codeforces Beta Round #7,12,Palindrome Degree,,D,1270136700,"[hashing, strings]",PROGRAMMING
7,Codeforces Beta Round #7,12,Defining Macros,,E,1270136700,"[dp, expression parsing, implementation]",PROGRAMMING
8,Codeforces Beta Round #8,12,Train and Peter,,A,1270741500,[strings],PROGRAMMING
8,Codeforces Beta Round #8,12,Obsession with Robots,,B,1270741500,"[constructive algorithms, graphs, implementation]",PROGRAMMING
8,Codeforces Beta Round #8,12,Looking for Order,,C,1270741500,"[bitmasks, dp]",PROGRAMMING
8,Codeforces Beta Round #8,12,Two Friends,,D,1270741500,"[binary search, geometry]",PROGRAMMING
8,Codeforces Beta Round #8,12,Beads,,E,1270741500,"[dp, graphs]",PROGRAMMING
9,Codeforces Beta Round #9 (Div. 2 Only),2,Die Roll,,A,1270983600,"[math, probabilities]",PROGRAMMING
9,Codeforces Beta Round #9 (Div. 2 Only),2,Running Student,,B,1270983600,"[brute force, geometry, implementation]",PROGRAMMING
9,Codeforces Beta Round #9 (Div. 2 Only),2,Hexadecimal's Numbers,,C,1270983600,"[brute force, implementation, math]",PROGRAMMING
9,Codeforces Beta Round #9 (Div. 2 Only),2,How many trees?,,D,1270983600,"[combinatorics, divide and conquer, dp]",PROGRAMMING
9,Codeforces Beta Round #9 (Div. 2 Only),2,Interestring graph and Apples,,E,1270983600,"[dfs and similar, dsu, graphs]",PROGRAMMING
10,Codeforces Beta Round #10,12,Power Consumption Calculation,,A,1271346300,[implementation],PROGRAMMING
10,Codeforces Beta Round #10,12,Cinema Cashier,,B,1271346300,"[dp, implementation]",PROGRAMMING
10,Codeforces Beta Round #10,12,Digital Root,,C,1271346300,[number theory],PROGRAMMING
10,Codeforces Beta Round #10,12,LCIS,,D,1271346300,[dp],PROGRAMMING
10,Codeforces Beta Round #10,12,Greedy Change,,E,1271346300,[constructive algorithms],PROGRAMMING
11,Codeforces Beta Round #11,12,Increasing Sequence,,A,1272294000,"[constructive algorithms, implementation, math]",PROGRAMMING
11,Codeforces Beta Round #11,12,Jumping Jack,,B,1272294000,[math],PROGRAMMING
11,Codeforces Beta Round #11,12,How Many Squares?,,C,1272294000,[implementation],PROGRAMMING
11,Codeforces Beta Round #11,12,A Simple Task,,D,1272294000,"[bitmasks, dp, graphs]",PROGRAMMING
11,Codeforces Beta Round #11,12,"Forward, march!",,E,1272294000,"[binary search, dp, greedy]",PROGRAMMING
12,Codeforces Beta Round #12 (Div 2 Only),12,Super Agent,,A,1272538800,[implementation],PROGRAMMING
12,Codeforces Beta Round #12 (Div 2 Only),12,Correct Solution?,,B,1272538800,"[implementation, sortings]",PROGRAMMING
12,Codeforces Beta Round #12 (Div 2 Only),12,Fruits,,C,1272538800,"[implementation, sortings]",PROGRAMMING
12,Codeforces Beta Round #12 (Div 2 Only),12,Ball,,D,1272538800,"[data structures, sortings]",PROGRAMMING
12,Codeforces Beta Round #12 (Div 2 Only),12,Start of the session,,E,1272538800,[constructive algorithms],PROGRAMMING
13,Codeforces Beta Round #13,12,Numbers,,A,1273154400,"[implementation, math]",PROGRAMMING
13,Codeforces Beta Round #13,12,Letter A,,B,1273154400,"[geometry, implementation]",PROGRAMMING
13,Codeforces Beta Round #13,12,Sequence,,C,1273154400,"[dp, sortings]",PROGRAMMING
13,Codeforces Beta Round #13,12,Triangles,,D,1273154400,"[dp, geometry]",PROGRAMMING
13,Codeforces Beta Round #13,12,Holes,,E,1273154400,"[data structures, dsu]",PROGRAMMING
14,Codeforces Beta Round #14 (Div. 2),2,Letter,,A,1274283000,[implementation],PROGRAMMING
14,Codeforces Beta Round #14 (Div. 2),2,Young Photographer,,B,1274283000,[implementation],PROGRAMMING
14,Codeforces Beta Round #14 (Div. 2),2,Four Segments,,C,1274283000,"[brute force, constructive algorithms, geometry, implementation, math]",PROGRAMMING
14,Codeforces Beta Round #14 (Div. 2),2,Two Paths,,D,1274283000,"[dfs and similar, dp, graphs, shortest paths, trees, two pointers]",PROGRAMMING
14,Codeforces Beta Round #14 (Div. 2),2,Camels,,E,1274283000,[dp],PROGRAMMING
15,Codeforces Beta Round #15,12,Cottage Village,,A,1275145200,"[implementation, sortings]",PROGRAMMING
15,Codeforces Beta Round #15,12,Laser,,B,1275145200,[math],PROGRAMMING
15,Codeforces Beta Round #15,12,Industrial Nim,,C,1275145200,[games],PROGRAMMING
15,Codeforces Beta Round #15,12,Map,,D,1275145200,"[data structures, implementation, sortings]",PROGRAMMING
15,Codeforces Beta Round #15,12,Triangles,,E,1275145200,"[combinatorics, dp]",PROGRAMMING
16,Codeforces Beta Round #16 (Div. 2 Only),2,Flag,,A,1275570000,[implementation],PROGRAMMING
16,Codeforces Beta Round #16 (Div. 2 Only),2,Burglar and Matches,,B,1275570000,"[greedy, implementation, sortings]",PROGRAMMING
16,Codeforces Beta Round #16 (Div. 2 Only),2,Monitor,,C,1275570000,"[binary search, number theory]",PROGRAMMING
16,Codeforces Beta Round #16 (Div. 2 Only),2,Logging,,D,1275570000,"[implementation, strings]",PROGRAMMING
16,Codeforces Beta Round #16 (Div. 2 Only),2,Fish,,E,1275570000,"[bitmasks, dp, probabilities]",PROGRAMMING
17,Codeforces Beta Round #17,12,Noldbach problem,,A,1276182000,"[brute force, math, number theory]",PROGRAMMING
17,Codeforces Beta Round #17,12,Hierarchy,,B,1276182000,"[dfs and similar, dsu, greedy, shortest paths]",PROGRAMMING
17,Codeforces Beta Round #17,12,Balance,,C,1276182000,[dp],PROGRAMMING
17,Codeforces Beta Round #17,12,Notepad,,D,1276182000,[number theory],PROGRAMMING
17,Codeforces Beta Round #17,12,Palisection,,E,1276182000,[strings],PROGRAMMING
18,Codeforces Beta Round #18 (Div. 2 Only),2,Triangle,,A,1276700400,"[brute force, geometry]",PROGRAMMING
18,Codeforces Beta Round #18 (Div. 2 Only),2,Platforms,,B,1276700400,"[brute force, math]",PROGRAMMING
18,Codeforces Beta Round #18 (Div. 2 Only),2,Stripe,,C,1276700400,"[data structures, implementation]",PROGRAMMING
18,Codeforces Beta Round #18 (Div. 2 Only),2,Seller Bob,,D,1276700400,"[brute force, dp, greedy]",PROGRAMMING
18,Codeforces Beta Round #18 (Div. 2 Only),2,Flag 2,,E,1276700400,[dp],PROGRAMMING
19,Codeforces Beta Round #19,12,World Football Cup,,A,1277391600,[implementation],PROGRAMMING
19,Codeforces Beta Round #19,12,Checkout Assistant,,B,1277391600,[dp],PROGRAMMING
19,Codeforces Beta Round #19,12,Deletion of Repeats,,C,1277391600,"[greedy, hashing, string suffix structures]",PROGRAMMING
19,Codeforces Beta Round #19,12,Points,,D,1277391600,[data structures],PROGRAMMING
19,Codeforces Beta Round #19,12,Fairy,,E,1277391600,"[dfs and similar, divide and conquer, dsu]",PROGRAMMING
20,Codeforces Alpha Round #20 (Codeforces format),12,BerOS file system,500,A,1276875000,[implementation],PROGRAMMING
20,Codeforces Alpha Round #20 (Codeforces format),12,Equation,1000,B,1276875000,[math],PROGRAMMING
20,Codeforces Alpha Round #20 (Codeforces format),12,Dijkstra?,1500,C,1276875000,"[graphs, shortest paths]",PROGRAMMING
21,Codeforces Alpha Round #21 (Codeforces format),12,Jabber ID,500,A,1277730300,[implementation],PROGRAMMING
21,Codeforces Alpha Round #21 (Codeforces format),12,Intersection,1000,B,1277730300,"[implementation, math]",PROGRAMMING
21,Codeforces Alpha Round #21 (Codeforces format),12,Stripe 2,1500,C,1277730300,"[binary search, dp, sortings]",PROGRAMMING
21,Codeforces Alpha Round #21 (Codeforces format),12,Traveling Graph,2000,D,1277730300,"[bitmasks, graph matchings, graphs]",PROGRAMMING
22,Codeforces Beta Round #22 (Div. 2 Only),2,Second Order Statistics,,A,1277823600,[brute force],PROGRAMMING
22,Codeforces Beta Round #22 (Div. 2 Only),2,Bargaining Table,,B,1277823600,"[brute force, dp]",PROGRAMMING
22,Codeforces Beta Round #22 (Div. 2 Only),2,System Administrator,,C,1277823600,[graphs],PROGRAMMING
22,Codeforces Beta Round #22 (Div. 2 Only),2,Segments,,D,1277823600,"[greedy, sortings]",PROGRAMMING
22,Codeforces Beta Round #22 (Div. 2 Only),2,Scheme,,E,1277823600,"[dfs and similar, graphs, trees]",PROGRAMMING
23,Codeforces Beta Round #23,12,You're Given a String...,,A,1278687600,"[brute force, greedy]",PROGRAMMING
23,Codeforces Beta Round #23,12,Party,,B,1278687600,"[constructive algorithms, graphs, math]",PROGRAMMING
23,Codeforces Beta Round #23,12,Oranges and Apples,,C,1278687600,"[constructive algorithms, sortings]",PROGRAMMING
23,Codeforces Beta Round #23,12,Tetragon,,D,1278687600,"[geometry, math]",PROGRAMMING
23,Codeforces Beta Round #23,12,Tree,,E,1278687600,[dp],PROGRAMMING
24,Codeforces Beta Round #24,12,Ring road,,A,1280149200,[graphs],PROGRAMMING
24,Codeforces Beta Round #24,12,F1 Champions,,B,1280149200,[implementation],PROGRAMMING
24,Codeforces Beta Round #24,12,Sequence of points,,C,1280149200,"[geometry, implementation, math]",PROGRAMMING
24,Codeforces Beta Round #24,12,Broken robot,,D,1280149200,"[dp, probabilities]",PROGRAMMING
24,Codeforces Beta Round #24,12,Berland collider,,E,1280149200,[binary search],PROGRAMMING
25,Codeforces Beta Round #25 (Div. 2 Only),2,IQ test,,A,1280761200,[brute force],PROGRAMMING
25,Codeforces Beta Round #25 (Div. 2 Only),2,Phone numbers,,B,1280761200,[implementation],PROGRAMMING
25,Codeforces Beta Round #25 (Div. 2 Only),2,Roads in Berland,,C,1280761200,"[graphs, shortest paths]",PROGRAMMING
25,Codeforces Beta Round #25 (Div. 2 Only),2,Roads not only in Berland,,D,1280761200,"[dsu, graphs, trees]",PROGRAMMING
25,Codeforces Beta Round #25 (Div. 2 Only),2,Test,,E,1280761200,"[hashing, strings]",PROGRAMMING
26,Codeforces Beta Round #26 (Codeforces format),12,Almost Prime,500,A,1281970800,[number theory],PROGRAMMING
26,Codeforces Beta Round #26 (Codeforces format),12,Regular Bracket Sequence,1000,B,1281970800,[greedy],PROGRAMMING
26,Codeforces Beta Round #26 (Codeforces format),12,Parquet,1500,C,1281970800,"[combinatorics, constructive algorithms]",PROGRAMMING
26,Codeforces Beta Round #26 (Codeforces format),12,Tickets,2000,D,1281970800,"[combinatorics, probabilities]",PROGRAMMING
26,Codeforces Beta Round #26 (Codeforces format),12,Multithreading,2500,E,1281970800,[constructive algorithms],PROGRAMMING
27,"Codeforces Beta Round #27 (Codeforces format, Div. 2)",2,Next Test,500,A,1284130800,"[implementation, sortings]",PROGRAMMING
27,"Codeforces Beta Round #27 (Codeforces format, Div. 2)",2,Tournament,1000,B,1284130800,"[bitmasks, brute force, dfs and similar, greedy]",PROGRAMMING
27,"Codeforces Beta Round #27 (Codeforces format, Div. 2)",2,Unordered Subsequence,1500,C,1284130800,"[constructive algorithms, greedy]",PROGRAMMING
27,"Codeforces Beta Round #27 (Codeforces format, Div. 2)",2,Ring Road 2,2000,D,1284130800,"[2-sat, dfs and similar, dsu, graphs]",PROGRAMMING
27,"Codeforces Beta Round #27 (Codeforces format, Div. 2)",2,Number With The Given Amount Of Divisors,2500,E,1284130800,"[brute force, dp, number theory]",PROGRAMMING
28,Codeforces Beta Round #28 (Codeforces format),12,Bender Problem,500,A,1284735600,[implementation],PROGRAMMING
28,Codeforces Beta Round #28 (Codeforces format),12,pSort,1000,B,1284735600,"[dfs and similar, dsu, graphs]",PROGRAMMING
28,Codeforces Beta Round #28 (Codeforces format),12,Bath Queue,1500,C,1284735600,"[combinatorics, dp, probabilities]",PROGRAMMING
28,Codeforces Beta Round #28 (Codeforces format),12,"Don't fear, DravDe is kind",2000,D,1284735600,"[binary search, data structures, dp, hashing]",PROGRAMMING
28,Codeforces Beta Round #28 (Codeforces format),12,DravDe saves the world,2500,E,1284735600,"[geometry, math]",PROGRAMMING
29,"Codeforces Beta Round #29 (Div. 2, Codeforces format)",2,Spit Problem,500,A,1284994800,[brute force],PROGRAMMING
29,"Codeforces Beta Round #29 (Div. 2, Codeforces format)",2,Traffic Lights,1000,B,1284994800,[implementation],PROGRAMMING
29,"Codeforces Beta Round #29 (Div. 2, Codeforces format)",2,Mail Stamps,1500,C,1284994800,"[data structures, dfs and similar, graphs, implementation]",PROGRAMMING
29,"Codeforces Beta Round #29 (Div. 2, Codeforces format)",2,Ant on the Tree,2000,D,1284994800,"[constructive algorithms, dfs and similar, trees]",PROGRAMMING
29,"Codeforces Beta Round #29 (Div. 2, Codeforces format)",2,Quarrel,2500,E,1284994800,"[graphs, shortest paths]",PROGRAMMING
30,Codeforces Beta Round #30 (Codeforces format),12,Accounting,500,A,1285340400,"[brute force, math]",PROGRAMMING
30,Codeforces Beta Round #30 (Codeforces format),12,Codeforces World Finals,1000,B,1285340400,[implementation],PROGRAMMING
30,Codeforces Beta Round #30 (Codeforces format),12,Shooting Gallery,1500,C,1285340400,"[dp, probabilities]",PROGRAMMING
30,Codeforces Beta Round #30 (Codeforces format),12,King's Problem?,2000,D,1285340400,"[geometry, greedy]",PROGRAMMING
30,Codeforces Beta Round #30 (Codeforces format),12,Tricky and Clever Password,2500,E,1285340400,"[binary search, constructive algorithms, data structures, greedy, hashing, strings]",PROGRAMMING
31,"Codeforces Beta Round #31 (Div. 2, Codeforces format)",2,Worms Evolution,500,A,1285599600,[implementation],PROGRAMMING
31,"Codeforces Beta Round #31 (Div. 2, Codeforces format)",2,Sysadmin Bob,1000,B,1285599600,[strings],PROGRAMMING
31,"Codeforces Beta Round #31 (Div. 2, Codeforces format)",2,Schedule,1500,C,1285599600,[implementation],PROGRAMMING
31,"Codeforces Beta Round #31 (Div. 2, Codeforces format)",2,Chocolate,2000,D,1285599600,"[dfs and similar, implementation]",PROGRAMMING
31,"Codeforces Beta Round #31 (Div. 2, Codeforces format)",2,TV Game,2500,E,1285599600,[dp],PROGRAMMING
32,"Codeforces Beta Round #32 (Div. 2, Codeforces format)",2,Reconnaissance,500,A,1286002800,[brute force],PROGRAMMING
32,"Codeforces Beta Round #32 (Div. 2, Codeforces format)",2,Borze,1000,B,1286002800,"[expression parsing, implementation]",PROGRAMMING
32,"Codeforces Beta Round #32 (Div. 2, Codeforces format)",2,Flea,1500,C,1286002800,[math],PROGRAMMING
32,"Codeforces Beta Round #32 (Div. 2, Codeforces format)",2,Constellation,2000,D,1286002800,[implementation],PROGRAMMING
32,"Codeforces Beta Round #32 (Div. 2, Codeforces format)",2,Hide-and-Seek,2500,E,1286002800,"[geometry, implementation]",PROGRAMMING
33,Codeforces Beta Round #33 (Codeforces format),12,What is for dinner?,500,A,1286463600,"[greedy, implementation]",PROGRAMMING
33,Codeforces Beta Round #33 (Codeforces format),12,String Problem,1000,B,1286463600,[shortest paths],PROGRAMMING
33,Codeforces Beta Round #33 (Codeforces format),12,Wonderful Randomized Sum,1500,C,1286463600,[greedy],PROGRAMMING
33,Codeforces Beta Round #33 (Codeforces format),12,Knights,2000,D,1286463600,"[geometry, graphs, shortest paths, sortings]",PROGRAMMING
33,Codeforces Beta Round #33 (Codeforces format),12,Helper,2500,E,1286463600,[],PROGRAMMING
34,Codeforces Beta Round #34 (Div. 2),2,Reconnaissance 2,500,A,1286802000,[implementation],PROGRAMMING
34,Codeforces Beta Round #34 (Div. 2),2,Sale,1000,B,1286802000,"[greedy, sortings]",PROGRAMMING
34,Codeforces Beta Round #34 (Div. 2),2,Page Numbers,1500,C,1286802000,"[expression parsing, implementation, sortings, strings]",PROGRAMMING
34,Codeforces Beta Round #34 (Div. 2),2,Road Map,2000,D,1286802000,"[dfs and similar, graphs]",PROGRAMMING
34,Codeforces Beta Round #34 (Div. 2),2,Collisions,2500,E,1286802000,"[brute force, implementation, math]",PROGRAMMING
35,Codeforces Beta Round #35 (Div. 2),2,Shell Game,500,A,1287471600,[implementation],PROGRAMMING
35,Codeforces Beta Round #35 (Div. 2),2,Warehouse,1000,B,1287471600,[implementation],PROGRAMMING
35,Codeforces Beta Round #35 (Div. 2),2,Fire Again,1500,C,1287471600,"[brute force, dfs and similar, shortest paths]",PROGRAMMING
35,Codeforces Beta Round #35 (Div. 2),2,Animals,2000,D,1287471600,"[dp, greedy]",PROGRAMMING
35,Codeforces Beta Round #35 (Div. 2),2,Parade,2500,E,1287471600,"[data structures, sortings]",PROGRAMMING
36,Codeforces Beta Round #36,12,Extra-terrestrial Intelligence,500,A,1287482400,[implementation],PROGRAMMING
36,Codeforces Beta Round #36,12,Fractal,1000,B,1287482400,[implementation],PROGRAMMING
36,Codeforces Beta Round #36,12,Bowls,1500,C,1287482400,"[geometry, implementation]",PROGRAMMING
36,Codeforces Beta Round #36,12,New Game with a Chess Piece,2000,D,1287482400,[games],PROGRAMMING
36,Codeforces Beta Round #36,12,Two Paths,2500,E,1287482400,"[constructive algorithms, dsu, graphs, implementation]",PROGRAMMING
37,Codeforces Beta Round #37,12,Towers,500,A,1288018800,[sortings],PROGRAMMING
37,Codeforces Beta Round #37,12,Computer Game,1000,B,1288018800,"[greedy, implementation]",PROGRAMMING
37,Codeforces Beta Round #37,12,Old Berland Language,1500,C,1288018800,"[data structures, greedy, trees]",PROGRAMMING
37,Codeforces Beta Round #37,12,Lesson Timetable,2000,D,1288018800,"[combinatorics, dp, math]",PROGRAMMING
37,Codeforces Beta Round #37,12,Trial for Chief,2500,E,1288018800,"[graphs, greedy, shortest paths]",PROGRAMMING
38,School Personal Contest #1 (Winter Computer School 2010/11)<br/>-<br/>Codeforces Beta Round #38 (ACM-ICPC Rules),12,Army,,A,1288440000,[implementation],PROGRAMMING
38,School Personal Contest #1 (Winter Computer School 2010/11)<br/>-<br/>Codeforces Beta Round #38 (ACM-ICPC Rules),12,Chess,,B,1288440000,"[brute force, implementation, math]",PROGRAMMING
38,School Personal Contest #1 (Winter Computer School 2010/11)<br/>-<br/>Codeforces Beta Round #38 (ACM-ICPC Rules),12,Blinds,,C,1288440000,[brute force],PROGRAMMING
38,School Personal Contest #1 (Winter Computer School 2010/11)<br/>-<br/>Codeforces Beta Round #38 (ACM-ICPC Rules),12,Vasya the Architect,,D,1288440000,[implementation],PROGRAMMING
38,School Personal Contest #1 (Winter Computer School 2010/11)<br/>-<br/>Codeforces Beta Round #38 (ACM-ICPC Rules),12,Let's Go Rolling!,,E,1288440000,"[dp, sortings]",PROGRAMMING
38,School Personal Contest #1 (Winter Computer School 2010/11)<br/>-<br/>Codeforces Beta Round #38 (ACM-ICPC Rules),12,Smart Boy,,F,1288440000,"[dp, games, strings]",PROGRAMMING
38,School Personal Contest #1 (Winter Computer School 2010/11)<br/>-<br/>Codeforces Beta Round #38 (ACM-ICPC Rules),12,Queue,,G,1288440000,[data structures],PROGRAMMING
38,School Personal Contest #1 (Winter Computer School 2010/11)<br/>-<br/>Codeforces Beta Round #38 (ACM-ICPC Rules),12,The Great Marathon,,H,1288440000,[dp],PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,C*++ Calculations,,A,1287904200,"[expression parsing, greedy]",PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Company Income Growth,,B,1287904200,[greedy],PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Moon Craters,,C,1287904200,"[dp, sortings]",PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Cubical Planet,,D,1287904200,[math],PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,What Has Dirichlet Got to Do with That?,,E,1287904200,"[dp, games]",PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Pacifist frogs,,F,1287904200,[implementation],PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Inverse Function,,G,1287904200,[implementation],PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Multiplication Table,,H,1287904200,[implementation],PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Tram,,I,1287904200,[],PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Spelling Check,,J,1287904200,"[hashing, implementation, strings]",PROGRAMMING
39,School Team Contest #1 (Winter Computer School 2010/11),12,Testing,,K,1287904200,[],PROGRAMMING
40,Codeforces Beta Round #39,12,Find Color,500,A,1288972800,"[constructive algorithms, implementation, math]",PROGRAMMING
40,Codeforces Beta Round #39,12,Repaintings,1000,B,1288972800,[math],PROGRAMMING
40,Codeforces Beta Round #39,12,Berland Square,1500,C,1288972800,[math],PROGRAMMING
40,Codeforces Beta Round #39,12,Interesting Sequence,2000,D,1288972800,[math],PROGRAMMING
40,Codeforces Beta Round #39,12,Number Table,2500,E,1288972800,[combinatorics],PROGRAMMING
41,Codeforces Beta Round #40 (Div. 2),2,Translation,500,A,1289232000,"[implementation, strings]",PROGRAMMING
41,Codeforces Beta Round #40 (Div. 2),2,Martian Dollar,1000,B,1289232000,[brute force],PROGRAMMING
41,Codeforces Beta Round #40 (Div. 2),2,Email address,1500,C,1289232000,"[expression parsing, implementation]",PROGRAMMING
41,Codeforces Beta Round #40 (Div. 2),2,Pawn,2000,D,1289232000,[dp],PROGRAMMING
41,Codeforces Beta Round #40 (Div. 2),2,3-cycles,2500,E,1289232000,"[constructive algorithms, graphs, greedy]",PROGRAMMING
42,Codeforces Beta Round #41,12,Guilty --- to the kitchen!,500,A,1290096000,"[greedy, implementation]",PROGRAMMING
42,Codeforces Beta Round #41,12,Game of chess unfinished,1000,B,1290096000,[implementation],PROGRAMMING
42,Codeforces Beta Round #41,12,Safe cracking,1500,C,1290096000,"[brute force, constructive algorithms]",PROGRAMMING
42,Codeforces Beta Round #41,12,Strange town,2000,D,1290096000,"[constructive algorithms, math]",PROGRAMMING
42,Codeforces Beta Round #41,12,Baldman and the military,2500,E,1290096000,"[dfs and similar, graphs]",PROGRAMMING
43,Codeforces Beta Round #42 (Div. 2),2,Football,500,A,1291046400,[strings],PROGRAMMING
43,Codeforces Beta Round #42 (Div. 2),2,Letter,1000,B,1291046400,"[implementation, strings]",PROGRAMMING
43,Codeforces Beta Round #42 (Div. 2),2,Lucky Tickets,1500,C,1291046400,[greedy],PROGRAMMING
43,Codeforces Beta Round #42 (Div. 2),2,Journey,2000,D,1291046400,"[brute force, constructive algorithms, implementation]",PROGRAMMING
43,Codeforces Beta Round #42 (Div. 2),2,Race,2500,E,1291046400,"[brute force, implementation, two pointers]",PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Indian Summer,,A,1289041200,[implementation],PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Cola,,B,1289041200,[implementation],PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Holidays,,C,1289041200,[implementation],PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Hyperdrive,,D,1289041200,[math],PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Anfisa the Monkey,,E,1289041200,[dp],PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,BerPaint,,F,1289041200,"[geometry, graphs]",PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Shooting Gallery,,G,1289041200,"[data structures, implementation]",PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Phone Number,,H,1289041200,[dp],PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Toys,,I,1289041200,"[brute force, combinatorics]",PROGRAMMING
44,School Team Contest #2 (Winter Computer School 2010/11),12,Triminoes,,J,1289041200,"[constructive algorithms, greedy]",PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,Codecraft III,,A,1289646000,[implementation],PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,School,,B,1289646000,"[dp, dsu]",PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,Dancing Lessons,,C,1289646000,[data structures],PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,Event Dates,,D,1289646000,"[greedy, meet-in-the-middle, sortings]",PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,Director,,E,1289646000,"[constructive algorithms, greedy]",PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,Goats and Wolves,,F,1289646000,[greedy],PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,Prime Problem,,G,1289646000,[number theory],PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,Road Problem,,H,1289646000,[graphs],PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,TCMCF+++,,I,1289646000,[greedy],PROGRAMMING
45,School Team Contest #3 (Winter Computer School 2010/11),12,Planting Trees,,J,1289646000,[constructive algorithms],PROGRAMMING
